X,Y,Z,Object,SPARC,DAPI,CD20,CD3,Bcl6,CD138,CD163,CD11c,HLA-DR,CD4,CD25,FoxP3,CD8,CD68,DC-SIGN,Va7.2,CD45
7.712566155,230.0041723,0,4,1.819551931,143.1608025,51.44565467,51.12214634,6.788225099,0,5.128802529,4.992301766,79.62005932,41.80040486,1.222859197,9.541649591,1.640825308,0.288230677,4.076197323,0,53.79302214
6.843588572,511.1334628,0,7,7.98641704,86.23738003,18.01594532,3.915171954,20.25071427,0,0,1.982783037,42.28430982,8.981568428,1.66647618,17.45132005,3.209361307,2.652222787,0,0.908688223,46.58258412
7.566026846,13.35467114,0,16,0,158.572237,0,60.30259269,2.114189835,0,0,1.550059536,0.289642223,34.26177356,0,13.05923521,50.19131185,0,0,0,67.0605256
7.34495,59.45895,0,14,0.559016994,183.6972373,3.853569774,79.53028773,2.291287847,0,0,5.343220003,11.67636502,36.38515036,6.566328248,123.4256693,17.33950211,0,0,13.30460447,66.75533687
7.890830768,222.6304088,0,9,1.270112914,102.2807706,24.66184489,75.56048447,4.046976894,0,0,11.72027453,31.95622005,34.64980218,0,5.479432071,1.788854382,1.14546406,8.326444039,0,54.85938068
9.826071676,289.4383538,0,15,4.299079079,117.8896859,16.23960762,23.86123177,10.406312,0,0.652252655,11.84753822,37.01832073,22.98808437,3.743510763,12.51376121,1.541337907,0.381660503,15.49376156,1.001155402,42.1088872
7.97888066,35.84594239,0,4,0,140.750275,15.59228468,24.30020576,8.410751497,0,0,3.220305944,29.0459052,25.82857383,0.816496581,13.21545111,25.01328865,0,0,0,50.09080232
8.820456954,386.0918875,0,8,15.33273346,73.24501882,14.10626651,46.27945634,9.561927817,0,0,75.47971308,5.591206435,65.34079028,58.3039393,9.967912094,5.586614798,36.29006122,9.698262287,0.69172019,80.05954944
7.835170568,5.483384616,0,16,0.500835422,142.0182757,0,71.14181043,3.606015042,0,0,1.240347346,0.44796082,26.71113906,0.736074738,13.95010219,84.48163799,0,0,0,59.89022846
7.868612766,275.0159319,0,13,0.461265604,126.7573994,7.077684439,4.299925779,15.99467997,0,92.97178707,20.02200917,54.10722216,28.91256077,27.06729203,10.72340848,3.428292795,34.23479628,7.175608804,0,37.33693625
9.302775,395.6568189,0,2,8.00283153,122.9062079,3.586432768,63.05332565,8.495219244,0,0,70.87465829,7.779279369,75.68215815,68.80394475,9.938089605,3.315918048,12.3252789,4.348131783,1.163910435,54.48782834
8.599983673,95.78334693,0,4,2.037405313,115.5168333,31.45401567,47.03728439,8.406994173,0,0,0.766651878,24.71048691,26.44293046,0,12.9125789,13.68106094,0,0,0,51.93999678
8.788799999,155.7536,0,4,0.375293313,137.0706408,27.40283732,46.679398,6.991342735,0,0,0.881739638,41.62918126,23.35030235,0.675527963,9.758636478,1.326862231,0.159223468,0,0,54.60921348
