X,Y,Z,Object
14.76261611,342.0154124,0,2
13.69373913,61.54156522,0,16
14.68837383,69.84674765,0,16
21.83098291,264.0835898,0,15
15.93070085,274.0065983,0,13
15.58374468,64.38642554,0,16
15.96994427,88.43478638,0,2
16.30724862,130.0296354,0,16
14.47165217,314.7666666,0,10
15.64638251,329.4058578,0,13
15.52322963,501.756474,0,4
15.81352212,596.5985487,0,13
16.06168098,55.19792638,0,16
16.57923958,145.913875,0,2
14.64766102,167.1315932,0,2
18.53252798,184.3595983,0,4
16.5847647,403.777522,0,6
14.61548148,534.8771851,0,12
16.48627136,337.3777287,0,4
15.64057971,346.4655941,0,2
16.72489046,176.5366078,0,2
17.05287252,203.0897677,0,3
15.63361644,395.6197807,0,10
15.6555,415.060675,0,11
17.13549345,424.2935195,0,10
18.11848101,259.3129705,0,7
17.05083969,297.7866462,0,4
16.79847863,443.0035898,0,3
16.58934132,45.23592814,0,2
17.29926452,80.87587095,0,4
16.151648,118.743808,0,4
17.44857669,3.248576688,0,16
17.19765779,152.5598327,0,14
18.75342478,286.4988231,0,9
17.73754386,9.735719297,0,12
17.28211511,15.45041727,0,2
16.13516279,104.5053954,0,16
18.04390698,32.01651828,0,16
18.43777391,75.16286376,0,16
19.35321542,494.2636824,0,6
19.34117401,38.43704822,0,16
21.04651754,592.0904869,0,17
20.21584127,599.7839577,0,13
18.03256566,99.39713132,0,2
20.18242162,122.4966198,0,9
17.80847059,291.7821569,0,12
18.79294175,510.7023107,0,7
19.19927835,230.3459588,0,10
16.85066667,316.9304762,0,10
19.58937333,465.18916,0,7
19.0643342,475.593222,0,6
19.13516981,505.023,0,10
17.77184615,20.5608718,0,14
19.04540645,216.8569032,0,9
18.2906422,446.6121469,0,5
17.73516418,549.934209,0,5
19.33334641,50.40443138,0,2
20.83457682,60.85561187,0,16
18.17989041,67.54531506,0,16
18.82072038,197.2184834,0,6
18.2052353,349.9172352,0,5
19.54329897,355.7102928,0,4
19.08723926,542.3650797,0,2
19.72148837,315.0550697,0,10
20.14672243,389.4482282,0,10
20.01551867,167.1887967,0,2
20.193536,459.1863466,0,4
20.1773647,532.0297295,0,9
20.86419219,94.37413814,0,4
19.49288095,105.4519048,0,2
21.44577947,133.5696274,0,16
21.51282205,500.1474888,0,7
19.66219549,23.78980451,0,12
20.83453035,140.090032,0,2
19.74737056,433.7299898,0,3
19.9948764,439.7245394,0,6
20.67072199,453.1060912,0,4
23.1355655,221.1298403,0,8
21.04274026,346.4431169,0,16
19.85766292,469.5062471,0,5
21.24406061,340.9527576,0,16
20.06764286,488.5383214,0,7
20.62349057,538.0795282,0,2
20.18952809,70.72557304,0,16
21.70985098,161.5625882,0,14
21.75007613,171.9163045,0,2
20.86794313,305.5476588,0,14
22.09350166,192.0698605,0,3
20.97377259,277.3611895,0,4
20.13818182,309.276,0,12
22.09120767,335.5192333,0,2
25.9009372,551.3297487,0,15
23.224131,43.53199127,0,16
22.46871569,155.0660882,0,4
22.12462651,12.13102008,0,2
22.39052809,18.2031236,0,9
22.38655357,88.474875,0,2
22.70475706,177.5240678,0,16
23.18041104,400.8943128,0,7
24.47291866,445.302941,0,11
21.92916923,55.73973334,0,16
25.253829,148.793829,0,2
21.8777931,0.812827586,0,16
22.83012245,26.99854694,0,9
22.1165,144.5891333,0,2
22.63814847,293.2268996,0,16
23.13385251,5.95478466,0,9
23.59907907,67.10457674,0,16
23.63301738,202.019564,0,6
23.17282949,270.3274286,0,16
23.32312367,300.8101909,0,16
22.75692,320.9413,0,10
23.34412979,408.4799647,0,3
23.01442202,282.4783853,0,16
23.42177606,325.6865947,0,14
22.49385185,414.703111,0,5
23.73169024,82.7826532,0,4
24.16242105,312.2589341,0,4
23.99931888,32.71099691,0,16
23.61084906,99.16422641,0,14
23.71827425,104.9508227,0,4
25.01574277,427.0401156,0,6
26.8155141,350.4677051,0,2
25.5812,382.6503999,0,2
24.3568172,73.23230109,0,16
25.97134709,230.8019512,0,8
25.15440719,432.3117725,0,4
24.04290598,438.5943077,0,4
24.13440394,469.6436651,0,6
25.75416327,463.8009796,0,6
24.91796581,474.8892649,0,6
24.3672,479.9087414,0,3
25.14886643,542.9188016,0,16
24.96681773,49.24951724,0,2
25.64142657,77.86267134,0,2
26.0290303,255.0130667,0,13
24.66742857,287.1160835,0,16
25.43610738,330.7894766,0,2
26.88687765,509.8935074,0,17
24.50701538,274.2631692,0,16
25.46126563,534.9184375,0,2
24.5527907,354.2933024,0,9
25.50093805,422.3544956,0,3
26.34528859,183.5821745,0,14
26.8096,118.9045659,0,2
27.14046336,127.3004823,0,16
25.58004706,164.3558118,0,16
25.9617561,168.5701626,0,3
25.48947651,618.511973,0,13
26.44777099,54.386,0,2
27.9944503,485.3663691,0,7
26.4475,497.994,0,6
27.03078146,143.0476026,0,2
26.7821573,339.5193409,0,9
27.0652,345.093725,0,2
27.37368276,449.4535036,0,6
27.51909735,492.0438231,0,3
27.335,37.2,0,16
27.64899696,137.7961094,0,2
27.54947917,213.1782396,0,10
29.4942353,395.2701259,0,4
25.33096774,538.8762581,0,5
28.28585646,596.4971578,0,13
26.58688421,92.82764209,0,4
27.03788535,304.2236942,0,10
27.51079476,308.5269344,0,10
27.03275889,20.39411858,0,13
27.97853192,193.3949362,0,16
28.2487574,292.6493964,0,16
27.39438182,391.1170545,0,4
26.428,458.732,0,5
28.07345749,10.05842915,0,9
27.45407874,59.77417322,0,12
30.35202302,28.28607294,0,8
28.15834182,86.46612363,0,4
29.02782741,160.5025279,0,16
27.38747826,322.4079129,0,4
29.55401492,437.2201195,0,4
28.20875806,454.627887,0,5
29.35033591,584.7582016,0,13
28.78282433,101.9205,0,2
28.69512442,109.9832535,0,4
31.86319435,561.1970458,0,17
28.80743077,3.953061539,0,4
29.19135944,334.9977082,0,2
29.3296149,364.9726336,0,17
28.84143478,63.96379711,0,2
28.78314792,153.9347219,0,16
29.90686333,173.5166074,0,16
29.7315288,200.6125445,0,4
31.03325158,267.2234591,0,11
27.31133333,502.8030666,0,10
30.47267079,70.03686958,0,9
30.3099,520.21132,0,11
31.1910081,45.17743396,0,4
32.47396898,132.5058139,0,2
31.51355883,226.0827941,0,8
29.02154882,406.8285655,0,4
28.58072726,415.5407676,0,5
29.52071748,478.1961436,0,9
29.68211596,188.1438261,0,4
28.67503159,419.5038737,0,5
30.12877852,467.6136243,0,3
29.72015625,472.2720314,0,5
29.87568627,540.2348235,0,9
30.40077509,96.69954326,0,14
33.45045325,256.2641416,0,11
30.05164977,286.5468387,0,3
30.41582433,49.78922973,0,2
31.2086188,179.476232,0,16
34.47693567,318.6341598,0,8
30.83989938,15.48514465,0,2
29.54260465,165.2021395,0,2
30.45002299,81.51289656,0,2
32.32082618,217.5753619,0,3
31.90348807,277.6312538,0,19
31.05167915,312.8495402,0,4
31.1392988,327.3727969,0,2
31.45655,122.3412833,0,2
31.59987003,388.2413284,0,14
30.52779275,423.1717721,0,4
31.69728814,34.29661018,0,8
31.72782314,90.18642176,0,4
31.61720463,321.6645406,0,2
33.85663502,399.0049707,0,11
35.4077,457.4207768,0,11
30.54670587,535.7437256,0,5
33.99714164,339.8369216,0,2
37.11144485,356.806409,0,17
32.52980523,496.8482185,0,6
31.05742858,502.3003673,0,12
31.43134753,76.07775886,0,2
32.01547305,383.5955689,0,10
31.83488759,462.4847575,0,7
33.24900822,524.3153534,0,7
32.4711868,547.101033,0,5
32.60567784,144.1919463,0,14
33.14926733,543.6195841,0,2
32.49902835,6.760809718,0,16
32.97503311,40.17189403,0,9
33.72076371,168.3245632,0,4
31.04846512,295.1552559,0,9
31.18716279,184.6264186,0,2
34.73001071,446.1290694,0,9
38.51088135,488.1697661,0,15
33.59924764,54.71495924,0,16
34.60956767,104.2699262,0,2
33.03731428,112.5748952,0,2
33.085314,127.4775845,0,4
31.88115153,290.0457576,0,3
33.17179166,346.392236,0,4
32.91767806,409.9533073,0,5
33.47447448,415.6497779,0,3
33.70062686,117.8048955,0,14
31.85533334,152.4133333,0,16
33.8938835,376.1524856,0,10
34.47928119,586.9139198,0,8
33.59081341,331.4755598,0,2
34.68219397,476.9176855,0,3
32.92796775,481.7762257,0,5
34.64465883,156.827473,0,3
34.42820871,191.7230493,0,3
35.0425919,404.2372836,0,4
37.67999999,431.7853333,0,11
33.81931345,528.3714031,0,5
33.94171728,599.1701153,0,13
34.99192661,22.78426911,0,9
33.93027614,63.616,0,16
33.93104896,453.3017342,0,6
36.14135905,509.4466882,0,11
35.30515212,138.0350291,0,2
35.59843823,312.0605578,0,4
35.10676923,426.2132601,0,4
35.85966425,184.5471387,0,4
40.47967781,236.9390533,0,15
34.70669334,350.45032,0,6
34.73705084,363.7077288,0,17
35.23375,1.3889375,0,16
33.9964706,80.81971765,0,10
35.10054599,199.1547893,0,6
34.45656296,243.2428444,0,10
35.5,536.1024162,0,9
37.59013714,547.7206364,0,15
35.12603726,85.53868323,0,2
36.03913822,147.8046829,0,4
35.8861502,209.8277312,0,5
36.42427544,295.0836527,0,6
36.09783659,421.4294787,0,16
36.12380787,468.6,0,5
34.56595555,248.0519111,0,10
36.7480831,288.0434185,0,18
36.82794484,9.413131036,0,14
36.35084554,77.248,0,10
37.09586612,472.5439162,0,6
36.33364258,14.74964259,0,2
36.52314411,96.29460262,0,2
37.39125276,174.9681868,0,16
36.72806593,222.2128352,0,4
39.14050214,263.9968927,0,11
37.63,501.2275678,0,6
40.38250207,519.1328507,0,15
35.16994594,71.06908107,0,14
36.51284141,301.8083626,0,2
37.78532346,462.7594173,0,4
36.67946938,33.69746938,0,2
37.204,44.0872061,0,14
35.70448,68.39856,0,12
36.93868422,90.36307019,0,2
37.05234951,28.82048543,0,14
37.94795652,273.8692261,0,12
40.16578389,382.4783396,0,2
39.58634939,440.1422591,0,7
36.55553334,482.3290334,0,5
37.11715703,539.7032726,0,2
38.2748997,113.1744069,0,9
37.12259873,163.0937835,0,16
38.27172126,327.3668988,0,16
39.34516157,333.1952488,0,16
39.26020961,387.5496245,0,4
37.50349092,38.07665455,0,9
38.88472132,49.95761748,0,16
38.40675698,142.0701514,0,2
39.62315025,231.764601,0,2
39.18446017,281.523587,0,7
37.31662068,83.36379312,0,4
37.86805883,127.3614706,0,9
40.77984343,406.276728,0,11
40.35088955,414.1402449,0,11
41.4719741,65.54020735,0,2
40.19116363,495.9225213,0,6
39.70454437,4.128923077,0,14
39.78744982,121.0262305,0,4
41.01218182,194.5166023,0,4
44.62344246,388.0309952,0,4
39.07980248,528.0489134,0,10
38.91947474,597.2233132,0,13
38.6595,68.67672221,0,12
39.99503448,73.81918964,0,14
39.98932619,168.6625882,0,4
40.06987288,347.6533051,0,2
38.81468572,99.76514286,0,2
40.22106602,200.5769095,0,6
41.76225703,453.3723534,0,11
41.31891303,587.5095652,0,9
41.18463042,86.3599239,0,9
39.01871186,224.6969492,0,9
40.74363948,291.0110214,0,12
38.93118369,316.5093062,0,12
40.77225714,151.7746714,0,2
38.89707693,581.8286155,0,13
40.63659843,188.8812441,0,4
41.37618785,398.946638,0,3
40.78972905,592.8417549,0,13
41.04613217,94.78593834,0,4
40.1410633,256.4735696,0,5
41.07631745,314.2076824,0,4
41.12698666,338.03384,0,2
42.07603798,28.40449368,0,16
41.8638156,39.74489361,0,2
41.75268131,79.39828572,0,10
41.82231774,162.0312897,0,4
41.61681904,307.067562,0,4
41.26470175,570.1947719,0,13
41.7773261,33.94108697,0,2
42.454317,136.4394928,0,2
42.21239089,146.6161564,0,9
43.08524203,213.2577707,0,18
42.96676868,104.488204,0,11
41.97946821,156.5316069,0,6
44.23343557,247.8740675,0,8
44.0358144,301.4017541,0,11
42.7481739,319.0621271,0,16
42.93601466,426.358901,0,2
43.07579221,468.4694338,0,3
42.2371111,10.95203175,0,4
43.13477737,44.99631697,0,16
42.76986915,340.6938317,0,2
43.1353926,536.433926,0,2
45.9996059,539.3600688,0,4
42.41662992,173.0566299,0,4
44.02552221,182.9875111,0,2
44.12795891,393.5666164,0,8
44.65693203,502.8600111,0,11
43.45708959,22.74748387,0,17
42.032,324.044,0,12
42.9479,127.1160333,0,9
43.64497436,177.3671026,0,14
41.73616666,476.5875,0,5
48.94109935,447.6244371,0,15
44.73473334,523.9894666,0,2
44.46400975,259.9839903,0,3
49.32995135,549.8538013,0,15
44.47719697,116.3711515,0,14
44.11339598,278.0893691,0,13
44.37241818,284.9836726,0,4
45.0301312,479.1788864,0,11
44.20072726,57.71101298,0,16
45.46337806,329.2096828,0,8
44.84855046,91.35680734,0,14
46.13982252,140.141884,0,4
47.62606146,204.1761938,0,13
43.5372,344.52608,0,10
45.33681334,435.7875866,0,9
44.20366467,462.2176527,0,2
47.04893219,16.99366949,0,17
44.95214724,74.72249081,0,2
46.35806945,420.5093334,0,4
47.77465259,7.576834875,0,8
46.23010257,0.946666667,0,4
45.98984476,97.21358905,0,7
46.78136807,122.9063192,0,4
47.09142649,171.5277532,0,4
45.90367348,188.7518095,0,14
46.62159634,347.295523,0,10
48.5311055,561.4624634,0,17
46.69889455,36.94581818,0,2
47.20797029,49.25853467,0,16
46.67867693,152.5735385,0,2
48.60296744,157.9158884,0,11
47.45946356,196.1926647,0,4
47.08679859,335.2263745,0,9
47.69598814,441.4345994,0,7
47.05263839,493.9156609,0,6
45.66524137,32.376,0,14
46.76533334,164.0728525,0,3
47.71716363,321.6982338,0,7
45.57330614,376.230449,0,10
46.21403922,590.8090979,0,13
48.52805954,64.69280398,0,2
48.38294088,81.39848844,0,2
47.33519684,86.69603149,0,14
48.00139239,112.1512405,0,4
48.43077219,254.0456757,0,16
47.08854437,315.6298698,0,16
52.48513952,400.9611746,0,15
48.83903159,408.6407241,0,6
47.8622604,129.1767313,0,8
46.96538365,230.0525032,0,12
46.21085714,343.7256507,0,5
49.60646707,429.6103713,0,4
47.11581681,464.9166717,0,3
48.31093853,146.2631732,0,14
50.05561208,241.9135259,0,4
49.19708334,307.2625584,0,3
46.25495652,310.2638261,0,5
48.04682106,352.5874947,0,13
47.23478688,414.0184589,0,10
47.72067177,423.8819237,0,2
49.6243896,267.0898286,0,4
50.22122352,223.5185804,0,8
48.97044311,454.4646228,0,3
49.02872726,460.2001879,0,3
49.68913958,58.08587381,0,16
48.88910525,103.4582105,0,2
48.64019513,178.052761,0,4
49.96196552,287.0383104,0,6
50.0429434,530.3833963,0,10
50.14419119,71.30354877,0,9
50.26555172,339.442839,0,7
49.56567567,404.2432973,0,5
47.73781818,135.9499394,0,9
48.78073684,375.5339475,0,4
51.1132527,32.56369762,0,2
50.20899999,191.294,0,6
51.34530666,510.1460445,0,4
49.39213446,516.217731,0,3
48.26864,535.03896,0,5
49.32411765,99.1995294,0,2
49.36691358,117.7144938,0,2
48.47211765,568.4928235,0,13
50.64348461,594.1733446,0,13
50.93215047,94.70287146,0,14
50.79870708,476.5137509,0,3
53.1746256,186.2878484,0,4
51.2030566,436.2034591,0,9
50.80715625,482.6269375,0,5
50.12476522,520.3126958,0,10
51.42271319,89.62071319,0,16
51.45786208,181.9979724,0,9
52.87289378,299.8556263,0,8
52.81257144,164.9108571,0,2
51.6736037,332.1792257,0,2
53.19985983,345.1909001,0,7
52.77484616,465.9129232,0,10
54.55043447,499.1511597,0,11
50.16472726,526.6521818,0,10
52.94038144,50.92456702,0,3
52.68552066,121.5340055,0,2
50.79056,140.11992,0,12
53.72173269,234.3681417,0,8
52.39941529,377.9020997,0,2
51.36418692,471.0047104,0,5
53.54775869,491.4342231,0,7
53.31834006,38.89736022,0,9
53.25130276,152.4311376,0,9
52.02199999,355.9019999,0,13
54.72810504,564.8241095,0,17
52.46623375,0.564311688,0,2
53.11839025,281.6240975,0,17
56.39241638,176.9247304,0,4
55.82421272,251.4637873,0,11
53.41686196,424.2156768,0,3
54.45408218,609.4473269,0,13
54.10154046,316.6057733,0,10
56.98104634,328.318624,0,15
53.31826923,4.26,0,16
53.68380756,78.85635738,0,2
55.41439064,105.7827891,0,8
53.80627523,128.8569664,0,14
52.67778217,142.449901,0,2
57.89715232,218.697658,0,8
53.97161338,14.74371747,0,2
54.43131916,44.99990071,0,12
55.41795101,440.8072161,0,6
54.15669258,322.2015122,0,2
56.19328751,541.4969118,0,8
53.67355172,84.916,0,12
55.20993677,196.7109723,0,3
55.77188101,208.9291167,0,10
55.31208697,310.4772672,0,7
54.67759672,382.4977448,0,4
55.65845115,455.5763553,0,7
55.28755425,485.5225688,0,6
53.96610753,62.36395698,0,12
52.99717073,99.968,0,9
54.39712442,113.2544885,0,2
55.30976345,138.6339893,0,2
56.00422334,505.4198071,0,3
55.01436085,25.24473395,0,4
55.46192307,171.7116795,0,4
56.13777263,472.5008817,0,7
54.74464102,9.193589743,0,16
54.49218019,305.5660901,0,3
55.2732248,338.2616125,0,3
60.45778811,571.7315703,0,17
56.8628262,145.2983747,0,2
56.33680952,228.3630476,0,16
55.68058395,432.9652553,0,6
55.222025,159.158925,0,4
59.30761773,275.8871191,0,17
54.64709676,419.2298064,0,5
55.90919254,555.3805216,0,13
56.8226768,133.5350722,0,4
54.80632,398.57128,0,5
55.4392967,534.079165,0,4
56.47246715,66.49435037,0,2
57.14255671,190.5064193,0,14
55.99779221,407.9291169,0,2
55.7057647,515.9862352,0,10
57.47676595,479.0328039,0,3
57.51650383,76.02961833,0,4
57.48595528,88.00279873,0,2
58.19505406,116.7278378,0,2
55.2318261,213.4568696,0,13
62.9738762,356.9253124,0,15
57.72626438,95.49255172,0,8
58.00054545,511.8887381,0,3
59.53293904,82.4497517,0,8
59.04022378,462.4956552,0,9
57.29437036,7.275308642,0,16
59.09108602,125.0363441,0,4
57.93751062,243.3910213,0,4
63.3076733,395.0357969,0,15
57.73915344,446.6718942,0,5
60.77729484,156.4533556,0,8
59.08214286,301.8431298,0,14
60.06163594,429.9773428,0,6
59.81859383,34.62532774,0,11
60.10380205,343.5963821,0,3
60.1899833,417.4961201,0,6
58.8368125,0.4925625,0,2
59.43380822,12.21122192,0,2
60.17800659,162.6345215,0,2
60.53542508,307.39222,0,4
59.58988235,5.741811765,0,14
59.90292189,319.7740157,0,2
60.07073334,20.9876,0,16
60.90849108,72.43204464,0,7
59.53109776,169.1689774,0,4
60.39645678,26.5154321,0,2
60.62572816,44.94920389,0,19
60.39400001,149.977,0,2
60.59404745,296.318861,0,2
59.40333334,424.5017972,0,5
61.70872802,185.1813579,0,14
61.386482,337.198471,0,2
61.04315255,364.0139916,0,17
64.41674791,502.2551888,0,15
65.21216543,534.9118646,0,15
60.928063,129.8025354,0,14
61.29524464,225.7032103,0,16
61.26854393,262.7677322,0,16
60.37374743,491.3519864,0,5
61.2254066,63.15515019,0,2
61.5623745,435.899267,0,6
61.42222033,138.0962034,0,14
64.93514018,229.5751349,0,4
62.79741178,316.039794,0,4
63.03177142,479.6630172,0,11
63.2702369,594.902796,0,13
62.83258205,601.6183901,0,13
60.19803509,108.3235789,0,2
62.83656782,193.7722145,0,11
61.23719657,443.3774017,0,6
63.35355358,208.7336607,0,7
61.87169032,245.6068645,0,6
63.0004066,406.7746044,0,4
62.40302805,240.3250467,0,6
65.01359487,457.1528018,0,11
63.31478787,119.9541414,0,16
64.07571906,332.8593981,0,4
63.038173,472.3480139,0,11
64.13370195,15.8500216,0,2
63.17765216,451.4636871,0,6
63.18939056,87.98880687,0,2
64.22096507,174.2497778,0,14
62.26118033,383.9400655,0,10
63.70593334,67.66773334,0,16
63.7472711,143.6232178,0,14
64.75043956,179.7891648,0,2
62.80400001,248.668,0,6
64.32836666,40.2925,0,8
64.70015259,103.5934496,0,14
64.48898521,109.2406699,0,4
64.45549684,134.1667799,0,14
64.61799463,168.3990563,0,4
65.14435341,311.6871486,0,10
64.29314927,401.589776,0,6
65.58549374,468.6149475,0,11
68.26749752,353.1908496,0,17
63.37684209,422.3304209,0,5
63.60464,426.81792,0,5
65.31537674,486.8110047,0,3
65.03902128,411.8483405,0,6
65.35352132,9.374793444,0,14
65.37510449,114.0302388,0,4
64.10544682,300.069163,0,2
64.0487619,329.1514921,0,2
66.08163637,252.4929432,0,13
65.53044604,22.46256115,0,14
65.4390363,323.7609372,0,7
66.41895652,447.6745508,0,3
66.12100309,79.76795046,0,9
66.03633595,493.9147612,0,5
66.75014286,32.09960714,0,9
67.1665749,439.2146234,0,6
68.3903138,604.7111606,0,20
67.38219821,98.15312913,0,2
66.72392452,243.3494189,0,3
67.32156688,296.8957706,0,14
67.47641862,303.4914264,0,3
65.3555,420.4146666,0,5
74.20436504,50.64042331,0,15
66.03803774,64.05807548,0,16
67.85563774,90.79212074,0,14
71.35133509,218.0113701,0,17
68.17163139,423.5971467,0,3
68.61516498,463.5434612,0,4
67.06703032,27.43038384,0,14
67.28320635,85.88520635,0,14
67.92628197,138.2949639,0,2
67.49696923,429.621,0,6
68.83935964,188.1055221,0,4
68.20283799,416.2940222,0,7
68.54820145,71.02758273,0,14
68.96055073,131.1750725,0,14
